Unique Key,Created Date,Closed Date,Descriptor,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Address Type,City,Status,Resolution Action Updated Date,Community Board,Borough,Latitude,Longitude
36770137,07/23/2017 04:41:00 PM,08/29/2017 07:58:00 AM,Clear Water With Other Particles (Use Comments) (QEZ),10468.0,2547 AQUEDUCT AVENUE,AQUEDUCT AVENUE,W 190 ST,W 192 ST,ADDRESS,BRONX,Closed,08/29/2017 07:58:00 AM,07 BRONX,BRONX,40.86577493714256,-73.90184795398318
38562390,02/27/2018 08:15:00 PM,03/19/2018 09:46:00 AM,Cloudy Or Milky Water (QB1),11220.0,368 63 STREET,63 STREET,BEND,4 AVE,ADDRESS,BROOKLYN,Closed,03/19/2018 09:46:00 AM,07 BROOKLYN,BROOKLYN,40.63942278028082,-74.02066422612273
38562005,02/27/2018 11:41:00 AM,04/04/2018 12:00:00 AM,Clear Water With Other Particles (Use Comments) (QEZ),11361.0,33-04 214 PLACE,214 PLACE,33 AVE,33 RD,ADDRESS,Bayside,Closed,04/04/2018 12:00:00 AM,11 QUEENS,QUEENS,40.772315069533406,-73.77223605324744
38558594,02/26/2018 09:43:00 AM,02/27/2018 07:09:00 AM,Clear Water With Other Particles (Use Comments) (QEZ),11367.0,78-16 MAIN STREET,MAIN STREET,78 AVE,78 RD,ADDRESS,Flushing,Closed,02/27/2018 07:09:00 AM,08 QUEENS,QUEENS,40.71965347094977,-73.81815222810961
38558251,02/26/2018 03:42:00 PM,03/19/2018 09:45:00 AM,"Oil, Grease In Water (QD1)",10452.0,1035 WOODYCREST AVENUE,WOODYCREST AVENUE,W 164 ST,W 165 ST,ADDRESS,BRONX,Closed,03/19/2018 09:45:00 AM,04 BRONX,BRONX,40.833324028823,-73.9274770714963
38556866,02/26/2018 01:55:00 PM,03/19/2018 09:45:00 AM,"Taste/Odor, Chlorine (QA1)",10019.0,446 WEST   58 STREET,WEST   58 STREET,9 AVE,10 AVE,ADDRESS,NEW YORK,Closed,03/19/2018 09:45:00 AM,04 MANHATTAN,MANHATTAN,40.76916062655122,-73.98658450706913
38555951,02/26/2018 10:27:00 PM,03/19/2018 09:45:00 AM,Clear Water With Other Particles (Use Comments) (QEZ),11370.0,73-13 DITMARS BOULEVARD,DITMARS BOULEVARD,73 ST,74 ST,ADDRESS,East Elmhurst,Closed,03/19/2018 09:45:00 AM,01 QUEENS,BRONX,40.768280054680744,-73.89598434850137
38555936,02/26/2018 12:31:00 PM,02/27/2018 09:48:00 AM,Clear Water With Other Particles (Use Comments) (QEZ),11209.0,333 OVINGTON AVENUE,OVINGTON AVENUE,3 AVE,4 AVE,ADDRESS,BROOKLYN,Closed,02/27/2018 09:48:00 AM,10 BROOKLYN,BROOKLYN,40.634522340502905,-74.02560950899898
38552216,02/26/2018 11:26:00 AM,03/19/2018 09:45:00 AM,"Taste/Odor, Chemical (QA2)",10003.0,13 EAST    7 STREET,EAST    7 STREET,COOPER SQ,TARAS SHEVCHENKO PL,ADDRESS,NEW YORK,Closed,03/19/2018 09:45:00 AM,03 MANHATTAN,MANHATTAN,40.728733568351906,-73.989872324178
38551968,02/26/2018 12:31:00 PM,04/05/2018 12:00:00 AM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",11214.0,1684 82 STREET,82 STREET,16 AVE,17 AVE,ADDRESS,BROOKLYN,Closed,04/05/2018 12:00:00 AM,11 BROOKLYN,BROOKLYN,40.61124108844992,-74.0031082299272
38545858,02/25/2018 10:49:00 AM,03/19/2018 09:44:00 AM,"Taste/Odor, Chlorine (QA1)",10028.0,423 EAST   81 STREET,EAST   81 STREET,1 AVE,YORK AVE,ADDRESS,NEW YORK,Closed,03/19/2018 09:44:00 AM,08 MANHATTAN,MANHATTAN,40.77327350059307,-73.9507971910573
38545853,02/25/2018 05:21:00 PM,04/04/2018 01:04:00 PM,"Taste/Odor, Sewer (QA5)",10304.0,67 HILL STREET,HILL STREET,MARINE HOSPITAL BNDY,WARREN ST,ADDRESS,STATEN ISLAND,Closed,04/04/2018 01:04:00 PM,01 STATEN ISLAND,STATEN ISLAND,40.621291844081775,-74.08047314282736
38545262,02/24/2018 06:46:00 PM,02/27/2018 09:15:00 AM,Cloudy Or Milky Water (QB1),11206.0,1 VERNON AVENUE,VERNON AVENUE,NOSTRAND AVE,MARCY AVE,ADDRESS,BROOKLYN,Closed,02/27/2018 09:15:00 AM,03 BROOKLYN,BROOKLYN,40.69432932686339,-73.9518507458325
38543254,02/24/2018 04:28:00 PM,04/04/2018 12:00:00 AM,Cloudy Or Milky Water (QB1),11221.0,946 BUSHWICK AVENUE,BUSHWICK AVENUE,BLEECKER ST,MENAHAN ST,ADDRESS,BROOKLYN,Closed,04/04/2018 12:00:00 AM,04 BROOKLYN,BROOKLYN,40.692521637620324,-73.92349769239121
38542253,02/24/2018 11:48:00 AM,02/26/2018 09:50:00 AM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",11218.0,220 SEELEY STREET,SEELEY STREET,PROSPECT AVE,TEMPLE CT,ADDRESS,BROOKLYN,Closed,02/26/2018 09:50:00 AM,07 BROOKLYN,BROOKLYN,40.65510560148225,-73.97494121349648
38539142,02/24/2018 11:07:00 AM,03/19/2018 09:44:00 AM,"Taste/Odor, Bitter/Metallic (QA3)",11363.0,43-11 HAMILTON PLACE,HAMILTON PLACE,43 AVE,CHURCH ST,ADDRESS,Little Neck,Closed,03/19/2018 09:44:00 AM,11 QUEENS,QUEENS,40.76736898723903,-73.74471863011834
38539124,02/24/2018 05:08:00 PM,03/19/2018 09:44:00 AM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",11220.0,641 57 STREET,57 STREET,6 AVE,7 AVE,ADDRESS,BROOKLYN,Closed,03/19/2018 09:44:00 AM,07 BROOKLYN,BROOKLYN,40.639281359986384,-74.01122747893895
38539117,02/24/2018 11:32:00 PM,03/19/2018 12:00:00 AM,"Taste/Odor, Bitter/Metallic (QA3)",11363.0,242-15 CHURCH STREET,CHURCH STREET,HAMILTON PL,ORIENT AVE,ADDRESS,Little Neck,Closed,03/19/2018 12:00:00 AM,11 QUEENS,QUEENS,40.76667371423203,-73.74433501680637
38537073,02/23/2018 12:51:00 PM,04/05/2018 12:00:00 AM,"Taste/Odor, Bitter/Metallic (QA3)",10308.0,360 BARLOW AVENUE,BARLOW AVENUE,ABINGDON AVE,BARLOW CT,ADDRESS,STATEN ISLAND,Closed,04/05/2018 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,40.558157888846544,-74.15990895843446
38533947,02/23/2018 07:41:00 AM,02/26/2018 07:28:00 AM,Cloudy Or Milky Water (QB1),10475.0,120 ALDRICH STREET,ALDRICH STREET,BAYCHESTER AVE,ASCH LOOP,ADDRESS,BRONX,Closed,02/26/2018 07:28:00 AM,10 BRONX,BRONX,40.87014579690131,-73.83166468863416
38533354,02/23/2018 11:18:00 PM,02/26/2018 09:55:00 AM,Cloudy Or Milky Water (QB1),11209.0,120 96 STREET,96 STREET,SHORE RD,MARINE AVE,ADDRESS,BROOKLYN,Closed,02/26/2018 09:55:00 AM,10 BROOKLYN,BROOKLYN,40.616090619447114,-74.03729786806855
38531115,02/23/2018 01:49:00 PM,02/26/2018 07:55:00 AM,"No Sampling Required, Requested Information (QG2)",10471.0,5450 NETHERLAND AVENUE,NETHERLAND AVENUE,W 254 ST,W 255 ST,ADDRESS,BRONX,Closed,02/26/2018 07:55:00 AM,08 BRONX,BRONX,40.90250025018933,-73.90681834569402
38525429,02/22/2018 12:11:00 PM,03/19/2018 09:43:00 AM,Clear Water With Other Particles (Use Comments) (QEZ),11204.0,1725 62 STREET,62 STREET,17 AVE,18 AVE,ADDRESS,BROOKLYN,Closed,03/19/2018 09:43:00 AM,11 BROOKLYN,BROOKLYN,40.62180265329672,-73.9899425826705
38521718,02/21/2018 01:52:00 PM,04/05/2018 12:00:00 AM,"Taste/Odor, Musty/Stale (QA4)",11215.0,25 JACKSON PLACE,JACKSON PLACE,16 ST,PROSPECT AVE,ADDRESS,BROOKLYN,Closed,04/05/2018 12:00:00 AM,07 BROOKLYN,BROOKLYN,40.66240590154776,-73.98643296504275
38518432,02/21/2018 11:03:00 AM,04/05/2018 12:00:00 AM,"Taste/Odor, Chemical (QA2)",11385.0,78-43 76 STREET,76 STREET,78 AVE,MYRTLE AVE,ADDRESS,Ridgewood,Closed,04/05/2018 12:00:00 AM,05 QUEENS,QUEENS,40.7036811278864,-73.87298812836805
38517807,02/21/2018 08:43:00 PM,04/04/2018 12:00:00 AM,"Taste/Odor, Chemical (QA2)",10009.0,133 AVENUE C,AVENUE C,E 8 ST,E 9 ST,ADDRESS,NEW YORK,Closed,04/04/2018 12:00:00 AM,03 MANHATTAN,MANHATTAN,40.724944193747405,-73.97824134652946
38516302,02/21/2018 05:44:00 PM,04/04/2018 12:00:00 AM,"Taste/Odor, Chemical (QA2)",10027.0,2 WEST  129 STREET,WEST  129 STREET,5 AVE,LENOX AVE,ADDRESS,NEW YORK,Closed,04/04/2018 12:00:00 AM,10 MANHATTAN,MANHATTAN,40.80899407290369,-73.9405116864027
38515753,02/13/2018 01:28:00 PM,02/22/2018 09:01:00 AM,"Taste/Odor, Bitter/Metallic (QA3)",11103.0,36-11 28 AVENUE,28 AVENUE,36 ST,37 ST,ADDRESS,Astoria,Closed,02/22/2018 09:01:00 AM,01 QUEENS,BRONX,40.766528712451645,-73.915918206448
38515752,02/15/2018 04:00:00 PM,03/05/2018 09:51:00 AM,"Taste/Odor, Bitter/Metallic (QA3)",10301.0,85 OXFORD PLACE,OXFORD PLACE,CASTLETON AVE,WOODSTOCK AVE,ADDRESS,STATEN ISLAND,Closed,03/05/2018 09:51:00 AM,01 STATEN ISLAND,STATEN ISLAND,40.632781313573716,-74.08826188537351
38511210,02/20/2018 02:01:00 PM,03/05/2018 09:52:00 AM,"Taste/Odor, Bitter/Metallic (QA3)",10025.0,270 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST END AVE,RIVERSIDE DR,ADDRESS,NEW YORK,Closed,03/05/2018 09:52:00 AM,07 MANHATTAN,MANHATTAN,40.79789017088008,-73.97321522232394
38511096,02/20/2018 03:41:00 AM,03/05/2018 09:52:00 AM,Cloudy Or Milky Water (QB1),11203.0,4506 CHURCH AVENUE,CHURCH AVENUE,E 45 ST,E 46 ST,ADDRESS,BROOKLYN,Closed,03/05/2018 09:52:00 AM,17 BROOKLYN,BROOKLYN,40.65151352591242,-73.93502292102542
38509458,02/20/2018 02:04:00 PM,03/05/2018 09:53:00 AM,Cloudy Or Milky Water (QB1),10038.0,1 DUTCH STREET,DUTCH STREET,JOHN ST,FULTON ST,ADDRESS,NEW YORK,Closed,03/05/2018 09:53:00 AM,01 MANHATTAN,MANHATTAN,40.709213026460425,-74.00770444620922
38508457,02/20/2018 10:28:00 AM,04/05/2018 12:00:00 AM,"Taste/Odor, Musty/Stale (QA4)",11378.0,53-59 61 STREET,61 STREET,62 ST,54 AVE,ADDRESS,Maspeth,Closed,04/05/2018 12:00:00 AM,05 QUEENS,QUEENS,40.72881204241503,-73.90402688015524
38506703,02/20/2018 10:20:00 AM,03/05/2018 09:52:00 AM,"Taste/Odor, Chlorine (QA1)",11215.0,446 15 STREET,15 STREET,8 AVE,PROSPECT PARK W,ADDRESS,BROOKLYN,Closed,03/05/2018 09:52:00 AM,07 BROOKLYN,BROOKLYN,40.661666829668384,-73.98126083063033
38505052,02/20/2018 10:55:00 AM,02/21/2018 08:59:00 AM,Cloudy Or Milky Water (QB1),11217.0,170 SOUTH PORTLAND AVENUE,SOUTH PORTLAND AVENUE,HANSON PL,ACADEMY PARK PL,ADDRESS,BROOKLYN,Closed,02/21/2018 08:59:00 AM,02 BROOKLYN,BROOKLYN,40.68422748006945,-73.97402887013035
38505051,02/20/2018 07:29:00 PM,03/05/2018 09:53:00 AM,Cloudy Or Milky Water (QB1),10025.0,140 WEST   92 STREET,WEST   92 STREET,COLUMBUS AVE,AMSTERDAM AVE,ADDRESS,NEW YORK,Closed,03/05/2018 09:53:00 AM,07 MANHATTAN,MANHATTAN,40.79081088425813,-73.97063232851177
38503295,02/19/2018 06:55:00 PM,02/20/2018 02:02:00 PM,"Taste/Odor, Sewer (QA5)",11221.0,66 STOCKHOLM STREET,STOCKHOLM STREET,EVERGREEN AVE,CENTRAL AVE,ADDRESS,BROOKLYN,Closed,02/20/2018 02:02:00 PM,04 BROOKLYN,BROOKLYN,40.696596266842256,-73.92562071577358
38501543,02/19/2018 06:47:00 AM,03/05/2018 09:52:00 AM,"Clear Water With Organisms (Insects, Worms) (QE2)",10314.0,3 FERNDALE AVENUE,FERNDALE AVENUE,ROCKLAND AVE,FERNDALE CT,ADDRESS,STATEN ISLAND,Closed,03/05/2018 09:52:00 AM,02 STATEN ISLAND,STATEN ISLAND,40.59402693178068,-74.15800365008234
38500473,02/19/2018 12:18:00 AM,02/23/2018 09:26:00 AM,"Taste/Odor, Musty/Stale (QA4)",10012.0,181 SULLIVAN STREET,SULLIVAN STREET,W HOUSTON ST,BLEECKER ST,ADDRESS,NEW YORK,Closed,02/23/2018 09:26:00 AM,02 MANHATTAN,MANHATTAN,40.728278381047026,-74.00085869981326
38493853,02/18/2018 10:29:00 PM,02/20/2018 10:08:00 AM,unknown odor/taste in drinking water (QA6),11217.0,101 LAFAYETTE AVENUE,LAFAYETTE AVENUE,S PORTLAND AVE,S OXFORD ST,ADDRESS,BROOKLYN,Closed,02/20/2018 10:08:00 AM,02 BROOKLYN,BROOKLYN,40.687260466812646,-73.97409259256202
38491082,02/17/2018 02:31:00 PM,04/05/2018 12:00:00 AM,"Taste/Odor, Chlorine (QA1)",11222.0,174 NORMAN AVENUE,NORMAN AVENUE,DIAMOND ST,JEWEL ST,ADDRESS,BROOKLYN,Closed,04/05/2018 12:00:00 AM,01 BROOKLYN,BROOKLYN,40.72690216677661,-73.94727042286965
38491029,02/17/2018 02:08:00 PM,04/04/2018 12:00:00 AM,"Taste/Odor, Bitter/Metallic (QA3)",11363.0,43-06 ORIENT AVENUE,ORIENT AVENUE,43 AVE,CHURCH ST,ADDRESS,Little Neck,Closed,04/04/2018 12:00:00 AM,11 QUEENS,QUEENS,40.767465665776,-73.74375796742682
38484393,02/16/2018 01:45:00 PM,04/05/2018 12:00:00 AM,Clear Water With Other Particles (Use Comments) (QEZ),11201.0,200 SCHERMERHORN STREET,SCHERMERHORN STREET,HOYT ST,BOND ST,ADDRESS,BROOKLYN,Closed,04/05/2018 12:00:00 AM,02 BROOKLYN,BROOKLYN,40.688821521050095,-73.98567396820371
38483082,02/16/2018 09:39:00 AM,02/20/2018 09:38:00 AM,unknown odor/taste in drinking water (QA6),11208.0,1149 ELTON STREET,ELTON STREET,VANDALIA AVE,SCHROEDERS AVE,ADDRESS,BROOKLYN,Closed,02/20/2018 09:38:00 AM,05 BROOKLYN,BROOKLYN,40.65641992796387,-73.87398634212242
38478707,02/15/2018 10:27:00 AM,02/16/2018 09:04:00 AM,Cloudy Or Milky Water (QB1),10006.0,50 WEST STREET,WEST STREET,HUGH L CAREY TUNNEL APPR,RECTOR ST,ADDRESS,NEW YORK,Closed,02/16/2018 09:04:00 AM,01 MANHATTAN,MANHATTAN,40.708004540682225,-74.01553124722169
38472985,02/15/2018 01:57:00 PM,04/04/2018 12:00:00 AM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",10460.0,1041 EAST  179 STREET,EAST  179 STREET,BOSTON RD,BRONX ST,ADDRESS,BRONX,Closed,04/04/2018 12:00:00 AM,06 BRONX,BRONX,40.841467713297526,-73.87864138574875
38472376,02/15/2018 01:08:00 PM,03/05/2018 09:51:00 AM,"Taste/Odor, Chlorine (QA1)",10033.0,370 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,W 176 ST,W 177 ST,ADDRESS,NEW YORK,Closed,03/05/2018 09:51:00 AM,12 MANHATTAN,MANHATTAN,40.847523928848545,-73.93964229069559
38468962,02/14/2018 01:33:00 PM,04/04/2018 12:00:00 AM,Clear Water With Other Particles (Use Comments) (QEZ),11201.0,44 HICKS STREET,HICKS STREET,POPLAR ST,MIDDAGH ST,ADDRESS,BROOKLYN,Closed,04/04/2018 12:00:00 AM,02 BROOKLYN,BROOKLYN,40.700641189444376,-73.99329914770948
38466129,02/14/2018 02:00:00 PM,03/05/2018 09:51:00 AM,unknown odor/taste in drinking water (QA6),11225.0,288 MAPLE STREET,MAPLE STREET,ROGERS AVE,NOSTRAND AVE,ADDRESS,BROOKLYN,Closed,03/05/2018 09:51:00 AM,09 BROOKLYN,BROOKLYN,40.66077153277453,-73.95141721774601
38463577,02/14/2018 05:54:00 PM,04/05/2018 12:00:00 AM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",11237.0,1346 HANCOCK STREET,HANCOCK STREET,KNICKERBOCKER AVE,IRVING AVE,ADDRESS,BROOKLYN,Closed,04/05/2018 12:00:00 AM,04 BROOKLYN,BROOKLYN,40.69456133221392,-73.90887598146561
38462174,02/13/2018 06:33:00 PM,03/05/2018 09:50:00 AM,"Taste/Odor, Musty/Stale (QA4)",10466.0,715 EAST  233 STREET,EAST  233 STREET,WHITE PLAINS RD,BYRON AVE,ADDRESS,BRONX,Closed,03/05/2018 09:50:00 AM,12 BRONX,BRONX,40.893210346817064,-73.85672592935431
38456037,02/13/2018 09:05:00 PM,04/04/2018 12:00:00 AM,Cloudy Or Milky Water (QB1),10461.0,2610 CHESBROUGH AVENUE,CHESBROUGH AVENUE,WILLIAMSBRIDGE RD,BLONDELL AVE,ADDRESS,BRONX,Closed,04/04/2018 12:00:00 AM,10 BRONX,BRONX,40.84428196794993,-73.84504153196069
38451140,02/12/2018 09:24:00 AM,02/21/2018 08:44:00 AM,Cloudy Or Milky Water (QB1),11238.0,455 CLASSON AVENUE,CLASSON AVENUE,GATES AVE,MONROE ST,ADDRESS,BROOKLYN,Closed,02/21/2018 08:44:00 AM,03 BROOKLYN,BROOKLYN,40.6850521111091,-73.95923459228572
38450252,02/12/2018 08:51:00 PM,04/04/2018 12:00:00 AM,"Taste/Odor, Chemical (QA2)",10036.0,337 WEST   43 STREET,WEST   43 STREET,8 AVE,9 AVE,ADDRESS,NEW YORK,Closed,04/04/2018 12:00:00 AM,04 MANHATTAN,MANHATTAN,40.75840162233722,-73.99044896111556
38448635,02/12/2018 07:08:00 AM,04/06/2018 12:00:00 AM,Clear Water With Other Particles (Use Comments) (QEZ),10304.0,15 DELAWARE STREET,DELAWARE STREET,SABRINA LN,OVERLOOK AVE,ADDRESS,STATEN ISLAND,Closed,04/06/2018 12:00:00 AM,02 STATEN ISLAND,STATEN ISLAND,40.59417142354048,-74.10025532061009
38445644,02/12/2018 02:37:00 PM,04/04/2018 12:00:00 AM,unknown odor/taste in drinking water (QA6),11208.0,778 ELDERT LANE,ELDERT LANE,BLAKE AVE,DUMONT AVE,ADDRESS,BROOKLYN,Closed,04/04/2018 12:00:00 AM,05 BROOKLYN,BROOKLYN,40.671119689219935,-73.86324482285595
38445628,02/12/2018 08:25:00 AM,04/04/2018 12:00:00 AM,Other Water Problem (Use Comments) (QZZ),11379.0,82-01 60 ROAD,60 ROAD,82 ST,83 ST,ADDRESS,Middle Village,Closed,04/04/2018 12:00:00 AM,05 QUEENS,QUEENS,40.726446093643204,-73.8779669189131
38443155,02/11/2018 02:19:00 PM,04/05/2018 12:00:00 AM,Cloudy Or Milky Water (QB1),10307.0,458 PAGE AVENUE,PAGE AVENUE,CHEEVERS LN,EASTWOOD AVE,ADDRESS,STATEN ISLAND,Closed,04/05/2018 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,40.513360327081216,-74.23191668017681
38442248,02/11/2018 10:53:00 AM,02/26/2018 10:02:00 AM,Cloudy Or Milky Water (QB1),11428.0,93-20 210 STREET,210 STREET,93 AVE,94 AVE,ADDRESS,Queens Village,Closed,02/26/2018 10:02:00 AM,13 QUEENS,QUEENS,40.71714781289055,-73.75213659783088
38439935,02/11/2018 03:33:00 PM,04/04/2018 12:00:00 AM,unknown odor/taste in drinking water (QA6),11236.0,361 EAST   88 STREET,EAST   88 STREET,DITMAS AVE,DEAD END,ADDRESS,BROOKLYN,Closed,04/04/2018 12:00:00 AM,17 BROOKLYN,BROOKLYN,40.64670034880629,-73.91568723558929
38439682,02/11/2018 09:28:00 AM,02/26/2018 10:01:00 AM,"Taste/Odor, Sewer (QA5)",10314.0,114 WAKEFIELD AVENUE,WAKEFIELD AVENUE,BEND,BARON BLVD,ADDRESS,STATEN ISLAND,Closed,02/26/2018 10:01:00 AM,02 STATEN ISLAND,STATEN ISLAND,40.59868964425245,-74.18256261022982
38434848,02/10/2018 03:45:00 PM,02/26/2018 10:01:00 AM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",10031.0,746 SAINT NICHOLAS AVENUE,SAINT NICHOLAS AVENUE,W 147 ST,W 148 ST,ADDRESS,NEW YORK,Closed,02/26/2018 10:01:00 AM,09 MANHATTAN,MANHATTAN,40.82556551332304,-73.9436295662848
38427950,02/09/2018 08:07:00 PM,02/26/2018 10:01:00 AM,Cloudy Or Milky Water (QB1),10025.0,255 WEST   93 STREET,WEST   93 STREET,BROADWAY,WEST END AVE,ADDRESS,NEW YORK,Closed,02/26/2018 10:01:00 AM,07 MANHATTAN,MANHATTAN,40.79300194911116,-73.97382753086687
38426316,02/09/2018 02:08:00 PM,02/26/2018 10:01:00 AM,"Oil, Grease In Water (QD1)",11233.0,395 MACON STREET,MACON STREET,MARCUS GARVEY BLVD,LEWIS AVE,ADDRESS,BROOKLYN,Closed,02/26/2018 10:01:00 AM,03 BROOKLYN,BROOKLYN,40.682656328020975,-73.93600212019456
38423460,02/08/2018 02:11:00 AM,02/26/2018 09:59:00 AM,Clear Water With Other Particles (Use Comments) (QEZ),11209.0,9201 SHORE ROAD,SHORE ROAD,92 ST,92 STREET PEDESTRIAN OVPS,ADDRESS,BROOKLYN,Closed,02/26/2018 09:59:00 AM,10 BROOKLYN,BROOKLYN,40.62070079530708,-74.04047755611404
38423211,02/08/2018 07:15:00 AM,02/26/2018 09:59:00 AM,"Clear Water With Organisms (Insects, Worms) (QE2)",11235.0,3154 EMMONS AVENUE,EMMONS AVENUE,FORD ST,COYLE ST,ADDRESS,BROOKLYN,Closed,02/26/2018 09:59:00 AM,15 BROOKLYN,BROOKLYN,40.58405418317125,-73.93403369871321
38419586,02/06/2018 02:28:00 PM,02/26/2018 09:59:00 AM,Cloudy Or Milky Water (QB1),11218.0,40 TEHAMA STREET,TEHAMA STREET,ALBEMARLE RD,CHESTER AVE,ADDRESS,BROOKLYN,Closed,02/26/2018 09:59:00 AM,12 BROOKLYN,BROOKLYN,40.64451757529861,-73.98216290681293
38418470,02/08/2018 08:21:00 PM,02/26/2018 10:00:00 AM,"No Sampling Required, Requested Information (QG2)",10019.0,330 WEST   56 STREET,WEST   56 STREET,8 AVE,9 AVE,ADDRESS,NEW YORK,Closed,02/26/2018 10:00:00 AM,04 MANHATTAN,MANHATTAN,40.76647325108518,-73.98440457722702
38417980,02/08/2018 06:00:00 PM,04/04/2018 12:00:00 AM,Cloudy Or Milky Water (QB1),11435.0,147-26 GLASSBORO AVENUE,GLASSBORO AVENUE,LIVERPOOL ST,SUTPHIN BLVD,ADDRESS,Jamaica,Closed,04/04/2018 12:00:00 AM,12 QUEENS,QUEENS,40.68985068936245,-73.79834690512338
38413230,01/10/2018 04:50:00 PM,04/05/2018 12:00:00 AM,unknown odor/taste in drinking water (QA6),11356.0,3-21 ENDEAVOR PLACE,ENDEAVOR PLACE,POWELLS COVE BLVD,5 AVE,ADDRESS,College Point,Closed,04/05/2018 12:00:00 AM,07 QUEENS,QUEENS,40.79349609392629,-73.84484192959556
38408670,02/07/2018 11:49:00 AM,02/13/2018 08:31:00 AM,Cloudy Or Milky Water (QB1),10006.0,50 WEST STREET,WEST STREET,HUGH L CAREY TUNNEL APPR,RECTOR ST,ADDRESS,NEW YORK,Closed,02/13/2018 08:31:00 AM,01 MANHATTAN,MANHATTAN,40.708004540682225,-74.01553124722169
38405226,02/02/2018 11:13:00 PM,02/26/2018 09:58:00 AM,unknown odor/taste in drinking water (QA6),10451.0,700 MORRIS AVENUE,MORRIS AVENUE,E 153 ST,E 155 ST,ADDRESS,BRONX,Closed,02/26/2018 09:58:00 AM,01 BRONX,BRONX,40.82085613374692,-73.92116790384672
38402408,02/06/2018 01:44:00 PM,04/04/2018 12:00:00 AM,Clear Water With Other Particles (Use Comments) (QEZ),11040.0,80-05 269 STREET,269 STREET,80 AVE,81 AVE,ADDRESS,New Hyde Park,Closed,04/04/2018 12:00:00 AM,13 QUEENS,QUEENS,40.74629562980721,-73.70274759029776
38396987,02/05/2018 04:24:00 PM,04/04/2018 12:00:00 AM,Cloudy Or Milky Water (QB1),10011.0,200 WEST   16 STREET,WEST   16 STREET,7 AVE,8 AVE,ADDRESS,NEW YORK,Closed,04/04/2018 12:00:00 AM,04 MANHATTAN,MANHATTAN,40.740053374902104,-73.9991447570495
38389595,02/05/2018 08:56:00 AM,04/04/2018 07:03:00 AM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",10308.0,12 RUSTIC PLACE,RUSTIC PLACE,MIDLAND RD,HILLSIDE TER,ADDRESS,STATEN ISLAND,Closed,04/04/2018 07:03:00 AM,03 STATEN ISLAND,STATEN ISLAND,40.548167693020055,-74.14472557011334
38387952,02/04/2018 09:15:00 PM,02/13/2018 08:40:00 AM,"Taste/Odor, Musty/Stale (QA4)",10006.0,50 WEST STREET,WEST STREET,HUGH L CAREY TUNNEL APPR,RECTOR ST,ADDRESS,NEW YORK,Closed,02/13/2018 08:40:00 AM,01 MANHATTAN,MANHATTAN,40.708004540682225,-74.01553124722169
38383151,02/03/2018 06:02:00 PM,04/04/2018 12:00:00 AM,Cloudy Or Milky Water (QB1),10039.0,2931 8 AVENUE,8 AVENUE,MACOMBS DAM BRDG PEDESTRIAN PATH,HARLEM RIVER DRIVE SERVICE RD W,ADDRESS,NEW YORK,Closed,04/04/2018 12:00:00 AM,10 MANHATTAN,MANHATTAN,40.8293855351913,-73.93711847812568
38380630,02/03/2018 08:53:00 PM,04/04/2018 08:12:00 AM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",11370.0,25-01 83 STREET,83 STREET,25 AVE,30 AVE,ADDRESS,East Elmhurst,Closed,04/04/2018 08:12:00 AM,03 QUEENS,QUEENS,40.76287693004942,-73.8857407857794
38371543,02/02/2018 10:13:00 AM,02/26/2018 09:56:00 AM,"Taste/Odor, Sewer (QA5)",11238.0,770 FULTON STREET,FULTON STREET,CARLTON AVE,ADELPHI ST,ADDRESS,BROOKLYN,Closed,02/26/2018 09:56:00 AM,02 BROOKLYN,BROOKLYN,40.684803083765345,-73.97070425482373
38370233,02/02/2018 06:04:00 PM,02/26/2018 07:14:00 AM,Clear Water With Other Particles (Use Comments) (QEZ),11221.0,946 BUSHWICK AVENUE,BUSHWICK AVENUE,BLEECKER ST,MENAHAN ST,ADDRESS,BROOKLYN,Closed,02/26/2018 07:14:00 AM,04 BROOKLYN,BROOKLYN,40.692521637620324,-73.92349769239121
38369466,02/02/2018 04:49:00 PM,04/05/2018 07:04:00 AM,"Taste/Odor, Musty/Stale (QA4)",10306.0,62 SHADOW LANE,SHADOW LANE,E BROADWAY,BEND,ADDRESS,STATEN ISLAND,Closed,04/05/2018 07:04:00 AM,03 STATEN ISLAND,STATEN ISLAND,40.56834765113181,-74.12848223825625
